age,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
0,0.005603,0.005603,0.005418,0.005238,0.005065,0.004897,0.004735,0.004578,0.004427,0.00428,0.004139,0.004002,0.003869,0.003741,0.003617,0.003498,0.003382,0.00327,0.003162,0.003057,0.002956,0.002858,0.002764,0.002672,0.002584,0.002498,0.002415,0.002335,0.002258,0.002183,0.002111,0.002041,0.001974,0.001908,0.001845,0.001784,0.001725,0.001668,0.001613,0.001559,0.001508,0.001458,0.00141,0.001363,0.001318,0.001274,0.001232,0.001191,0.001152,0.001114,0.001077
1,0.000413,0.001108943,0.001071211,0.001030933,0.000995396,0.00096225,0.000925224,0.000893367,0.0008648,0.000833548,0.000804496,0.000777461,0.00074915,0.000721552,0.000698475,0.000671647,0.000648183,0.00062505,0.000605382,0.000582616,0.000562214,0.000543426,0.00052211,0.000506942,0.00048768,0.000469918,0.000454214,0.000437202,0.000422025,0.000407257,0.000393823,0.000379478,0.00036517,0.000351158,0.000340344,0.000328054,0.000317793,0.000307714,0.000294404,0.00028458,0.000274997,0.00026424,0.000254905,0.000245651,0.000239771,0.000230773,0.000221937,0.000215126,0.000206538,0.000201253,0.000191576
2,0.000224,0.000353664,0.000341535,0.000328012,0.000316185,0.000305613,0.000293377,0.00028294,0.000273924,0.000263499,0.000254281,0.000245414,0.000236257,0.000227186,0.000219794,0.000210779,0.000203229,0.000195701,0.000189645,0.000182116,0.000175846,0.000169857,0.000162496,0.000157985,0.000151803,0.00014589,0.000141184,0.000135354,0.00013069,0.000126084,0.000121703,0.000117128,0.000112531,0.000107981,0.000104854,0.000100582,0.0000975,0.0000945,0.00009,0.0000869,0.0000839,0.0000807,0.0000777,0.0000747,0.0000732,0.0000702,0.0000673,0.0000655,0.0000626,0.0000611,0.0000579
3,0.000169,0.000170101,0.000164329,0.00015782,0.000151874,0.000146781,0.000141132,0.000135975,0.000131563,0.000126422,0.000122165,0.000117688,0.000113409,0.000109086,0.000105333,0.000100993,0.0000974,0.0000937,0.0000908,0.0000872,0.0000844,0.0000815,0.0000777,0.0000755,0.0000727,0.0000697,0.0000676,0.0000646,0.0000625,0.0000604,0.0000581,0.0000559,0.0000538,0.0000517,0.0000502,0.0000479,0.0000465,0.000045,0.0000428,0.0000414,0.0000399,0.0000386,0.0000371,0.0000356,0.0000349,0.0000334,0.0000319,0.0000313,0.0000298,0.000029,0.0000277
4,0.000134,0.000114042,0.000110267,0.000106062,0.000101905,0.0000985,0.0000951,0.0000915,0.0000885,0.000085,0.0000823,0.0000791,0.0000764,0.0000736,0.0000709,0.0000681,0.0000657,0.0000633,0.0000612,0.0000589,0.0000572,0.0000552,0.0000526,0.000051,0.0000493,0.0000472,0.0000459,0.0000438,0.0000425,0.0000411,0.0000394,0.000038,0.0000367,0.0000353,0.0000343,0.0000326,0.0000316,0.0000305,0.0000292,0.0000282,0.0000271,0.0000265,0.0000255,0.0000244,0.0000238,0.0000228,0.0000217,0.0000215,0.0000204,0.0000198,0.0000191
5,0.000104,0.0000973,0.0000942,0.0000908,0.0000871,0.0000842,0.0000817,0.0000786,0.0000759,0.0000729,0.0000708,0.000068,0.0000659,0.0000636,0.0000611,0.0000588,0.0000568,0.0000548,0.000053,0.000051,0.0000498,0.000048,0.0000458,0.0000442,0.000043,0.0000411,0.0000401,0.0000382,0.0000372,0.0000361,0.0000344,0.0000333,0.0000323,0.0000311,0.0000303,0.0000286,0.0000277,0.0000268,0.0000257,0.0000248,0.0000239,0.0000236,0.0000227,0.0000218,0.0000211,0.0000202,0.0000192,0.0000191,0.0000182,0.0000175,0.0000171
6,0.000106,0.0000963,0.0000934,0.0000903,0.0000865,0.0000836,0.0000815,0.0000785,0.0000757,0.0000728,0.0000709,0.000068,0.000066,0.0000639,0.0000612,0.0000592,0.0000572,0.0000552,0.0000534,0.0000515,0.0000504,0.0000486,0.0000465,0.0000447,0.0000437,0.0000418,0.0000409,0.0000389,0.000038,0.0000369,0.0000351,0.0000341,0.0000331,0.0000321,0.0000313,0.0000294,0.0000285,0.0000275,0.0000266,0.0000256,0.0000247,0.0000246,0.0000236,0.0000227,0.0000219,0.0000209,0.00002,0.00002,0.000019,0.0000182,0.000018
7,0.000097,0.000101,0.000098,0.000095,0.000091,0.000088,0.000086,0.000083,0.00008,0.000077,0.000075,0.000072,0.00007,0.000068,0.000065,0.000063,0.000061,0.000059,0.000057,0.000055,0.000054,0.000052,0.00005,0.000048,0.000047,0.000045,0.000044,0.000042,0.000041,0.00004,0.000038,0.000037,0.000036,0.000035,0.000034,0.000032,0.000031,0.00003,0.000029,0.000028,0.000027,0.000027,0.000026,0.000025,0.000024,0.000023,0.000022,0.000022,0.000021,0.00002,0.00002
8,0.000105,0.000104204,0.000101196,0.0000983,0.0000941,0.0000911,0.0000891,0.0000862,0.0000831,0.0000801,0.0000779,0.000075,0.0000729,0.000071,0.0000678,0.0000659,0.0000639,0.0000619,0.0000598,0.0000576,0.0000566,0.0000545,0.0000527,0.0000506,0.0000495,0.0000475,0.0000463,0.0000444,0.0000433,0.0000424,0.0000403,0.0000393,0.0000382,0.0000372,0.000036,0.0000341,0.0000331,0.000032,0.0000309,0.0000299,0.0000289,0.0000289,0.0000279,0.0000269,0.0000258,0.0000247,0.0000237,0.0000236,0.0000226,0.0000216,0.0000216
9,0.000092,0.000105799,0.00010282,0.0001,0.0000958,0.0000928,0.0000906,0.000088,0.0000849,0.0000819,0.0000796,0.0000769,0.0000746,0.0000727,0.0000696,0.0000677,0.0000657,0.0000638,0.0000617,0.0000594,0.0000582,0.0000561,0.0000546,0.0000524,0.0000512,0.0000492,0.0000479,0.0000462,0.0000449,0.000044,0.0000419,0.000041,0.0000397,0.0000388,0.0000374,0.0000357,0.0000347,0.0000337,0.0000324,0.0000314,0.0000304,0.0000303,0.0000293,0.0000283,0.0000272,0.0000262,0.0000252,0.0000249,0.0000239,0.0000229,0.0000227
10,0.000096,0.000107683,0.000104735,0.000101905,0.0000978,0.0000948,0.0000924,0.0000901,0.0000871,0.0000841,0.0000816,0.0000792,0.0000767,0.0000748,0.0000718,0.0000699,0.000068,0.000066,0.000064,0.0000615,0.00006,0.0000581,0.0000567,0.0000547,0.0000532,0.0000512,0.0000497,0.0000484,0.0000469,0.000046,0.0000439,0.000043,0.0000415,0.0000406,0.0000391,0.0000376,0.0000366,0.0000357,0.0000342,0.0000332,0.0000322,0.0000319,0.0000309,0.0000299,0.0000289,0.0000279,0.0000269,0.0000265,0.0000255,0.0000245,0.0000241
11,0.000111,0.000111919,0.000108973,0.000106105,0.00010208,0.0000991,0.0000964,0.0000944,0.0000914,0.0000884,0.0000856,0.0000835,0.0000808,0.0000789,0.0000759,0.000074,0.0000721,0.0000701,0.0000682,0.0000654,0.0000637,0.0000617,0.0000606,0.0000586,0.0000569,0.0000549,0.0000532,0.0000521,0.0000503,0.0000494,0.0000474,0.0000465,0.0000448,0.0000438,0.0000421,0.0000409,0.0000399,0.000039,0.0000372,0.0000363,0.0000353,0.0000347,0.0000337,0.0000327,0.0000317,0.0000308,0.0000298,0.0000291,0.0000281,0.0000271,0.0000265
12,0.000121,0.000121,0.000118,0.000115,0.000111,0.000108,0.000105,0.000103,0.0001,0.000097,0.000094,0.000092,0.000089,0.000087,0.000084,0.000082,0.00008,0.000078,0.000076,0.000073,0.000071,0.000069,0.000068,0.000066,0.000064,0.000062,0.00006,0.000059,0.000057,0.000056,0.000054,0.000053,0.000051,0.00005,0.000048,0.000047,0.000046,0.000045,0.000043,0.000042,0.000041,0.00004,0.000039,0.000038,0.000037,0.000036,0.000035,0.000034,0.000033,0.000032,0.000031
13,0.000121,0.000137759,0.000134633,0.000131383,0.000127352,0.000124221,0.000120921,0.000118754,0.000115653,0.000112514,0.000109318,0.000107268,0.000103974,0.000101752,0.0000986,0.0000965,0.0000943,0.0000922,0.00009,0.0000868,0.0000845,0.0000823,0.0000812,0.0000792,0.0000768,0.0000747,0.0000724,0.0000714,0.0000691,0.000068,0.0000658,0.0000647,0.0000624,0.0000612,0.000059,0.000058,0.0000569,0.0000557,0.0000535,0.0000523,0.0000512,0.0000498,0.0000487,0.0000476,0.0000465,0.0000454,0.0000443,0.000043,0.0000419,0.0000408,0.0000394
14,0.000155,0.000163079,0.000159778,0.000156172,0.0001521,0.000148773,0.00014521,0.000142625,0.000139354,0.000136013,0.000132699,0.000130407,0.000126831,0.000124276,0.000120975,0.000118664,0.00011611,0.000113831,0.000111312,0.000107953,0.00010538,0.000102848,0.000101599,0.0000993,0.0000968,0.0000944,0.0000919,0.0000907,0.0000881,0.0000866,0.0000843,0.0000828,0.0000802,0.0000789,0.0000764,0.0000752,0.000074,0.0000725,0.00007,0.0000686,0.0000674,0.0000655,0.0000643,0.000063,0.0000616,0.0000604,0.0000591,0.0000575,0.0000563,0.0000549,0.0000532
15,0.000176,0.000196974,0.000193472,0.000189431,0.000185362,0.000181809,0.000178053,0.0001748,0.000171322,0.000167757,0.000164454,0.00016173,0.000157934,0.00015495,0.000151418,0.000148913,0.000145913,0.000143437,0.000140472,0.000137111,0.000134315,0.000131333,0.000129676,0.000127199,0.000124387,0.000121863,0.000119071,0.000117468,0.000114608,0.000112736,0.000110182,0.000108308,0.000105427,0.000103937,0.00010114,0.0000996,0.0000981,0.0000962,0.0000937,0.0000919,0.0000904,0.0000881,0.0000867,0.0000852,0.0000834,0.0000819,0.0000805,0.0000786,0.0000771,0.0000753,0.0000734
16,0.000245,0.000238201,0.000234477,0.000229957,0.000225939,0.000222161,0.000218286,0.000214173,0.00021046,0.000206677,0.00020352,0.000200197,0.000196275,0.000192792,0.000189026,0.000186305,0.000182795,0.000180092,0.000176603,0.000173405,0.000170478,0.000166977,0.000164711,0.000161983,0.00015905,0.000156295,0.000153371,0.00015114,0.000148151,0.000145748,0.000142953,0.000140549,0.000137547,0.000135818,0.000132888,0.000130656,0.000128958,0.000126542,0.000124225,0.000121805,0.000120109,0.000117404,0.000115701,0.000113999,0.000111575,0.000109872,0.000108178,0.000106201,0.000104435,0.000102065,0.000100024
17,0.000273,0.000283,0.000279,0.000274,0.00027,0.000266,0.000262,0.000257,0.000253,0.000249,0.000246,0.000242,0.000238,0.000234,0.00023,0.000227,0.000223,0.00022,0.000216,0.000213,0.00021,0.000206,0.000203,0.0002,0.000197,0.000194,0.000191,0.000188,0.000185,0.000182,0.000179,0.000176,0.000173,0.000171,0.000168,0.000165,0.000163,0.00016,0.000158,0.000155,0.000153,0.00015,0.000148,0.000146,0.000143,0.000141,0.000139,0.000137,0.000135,0.000132,0.00013
18,0.000329,0.000325495,0.000321094,0.000315649,0.000311464,0.000307213,0.000302912,0.00029726,0.000292857,0.000288594,0.000285513,0.000280909,0.000276738,0.000272262,0.000267994,0.000264571,0.000260204,0.000256768,0.000252383,0.000249324,0.000246179,0.000241811,0.000238128,0.000234826,0.000231661,0.000228359,0.000225194,0.000221484,0.000218483,0.000214916,0.000211759,0.000208194,0.000205188,0.000202873,0.000199697,0.00019608,0.00019374,0.000190272,0.000188405,0.000184945,0.000182585,0.000179447,0.000177092,0.000174737,0.000171368,0.000169013,0.000166632,0.0001646,0.000162412,0.00015889,0.00015692
19,0.000383,0.000363152,0.000358201,0.000352345,0.000347699,0.000343129,0.000338295,0.0003323,0.000327352,0.000322745,0.000319237,0.000314154,0.000309652,0.000304752,0.000300141,0.000296137,0.000291534,0.000287511,0.000282884,0.000279384,0.000275945,0.000271348,0.000267126,0.000263467,0.000259966,0.000256278,0.000252784,0.000248527,0.000245436,0.000241385,0.000238077,0.000234028,0.000230909,0.000228224,0.000224684,0.000220716,0.000217995,0.00021423,0.000212141,0.000208395,0.000205621,0.000202468,0.000199703,0.000196936,0.000193467,0.000190701,0.000187873,0.000185711,0.000183358,0.000179498,0.00017743
20,0.000396,0.000395463,0.000389846,0.0003836,0.000378252,0.000373279,0.000367732,0.00036165,0.000356042,0.000351007,0.000346774,0.000341327,0.000336352,0.000331069,0.000326036,0.000321343,0.000316598,0.000311889,0.000307122,0.00030286,0.000298978,0.000294244,0.000289644,0.000285572,0.000281589,0.000277454,0.000273485,0.00026886,0.000265557,0.000261116,0.000257627,0.000253189,0.000249831,0.000246729,0.00024268,0.000238601,0.000235469,0.000231557,0.000228926,0.00022504,0.000221829,0.000218729,0.000215525,0.000212318,0.000208956,0.00020575,0.000202461,0.00020006,0.000197534,0.000193518,0.000191205
21,0.000433,0.000422944,0.000416614,0.000409989,0.000403806,0.00039835,0.000392029,0.000385999,0.000379679,0.000374162,0.000369037,0.000363304,0.000357792,0.000352151,0.00034664,0.000341246,0.000336391,0.000330989,0.000326121,0.000320951,0.000316524,0.00031168,0.000306838,0.000302311,0.00029779,0.000293197,0.00028869,0.00028384,0.000280219,0.000275472,0.000271755,0.000267009,0.000263332,0.000259786,0.000255202,0.000251157,0.000247594,0.000243631,0.000240292,0.000236349,0.000232718,0.000229683,0.000226056,0.000222425,0.000219263,0.000215633,0.000211932,0.000209231,0.000206497,0.000202456,0.000199806
22,0.000448,0.000447,0.00044,0.000433,0.000426,0.00042,0.000413,0.000407,0.0004,0.000394,0.000388,0.000382,0.000376,0.00037,0.000364,0.000358,0.000353,0.000347,0.000342,0.000336,0.000331,0.000326,0.000321,0.000316,0.000311,0.000306,0.000301,0.000296,0.000292,0.000287,0.000283,0.000278,0.000274,0.00027,0.000265,0.000261,0.000257,0.000253,0.000249,0.000245,0.000241,0.000238,0.000234,0.00023,0.000227,0.000223,0.000219,0.000216,0.000213,0.000209,0.000206
23,0.000453,0.000469393,0.000461846,0.000454466,0.000446808,0.000440227,0.000432778,0.000426642,0.000419068,0.000412627,0.000405935,0.0004,0.000393288,0.000386907,0.000380446,0.000374022,0.000368782,0.000362362,0.000357135,0.000350579,0.000345045,0.000339782,0.000334645,0.000329173,0.000323848,0.000318541,0.000313182,0.000308034,0.000303637,0.000298402,0.000294063,0.000288826,0.000284568,0.000280114,0.00027493,0.00027087,0.000266425,0.000262336,0.000257888,0.000253762,0.000249463,0.000246434,0.000242132,0.000237838,0.000234858,0.000230563,0.00022641,0.000223165,0.00021982,0.000215864,0.00021257
24,0.000508,0.000490912,0.000482933,0.000475167,0.000467021,0.000459835,0.000452146,0.000445701,0.000437664,0.000430821,0.00042363,0.000416969,0.000410419,0.000403637,0.000396749,0.000390067,0.000384492,0.000377814,0.000372258,0.000365412,0.000359401,0.000353776,0.000348494,0.000342569,0.000337048,0.000331523,0.000325929,0.000320614,0.000315815,0.000310357,0.000305633,0.000300173,0.000295716,0.000290818,0.000285641,0.000281417,0.00027653,0.00027229,0.000267592,0.000263273,0.00025874,0.000255605,0.000251067,0.000246543,0.000243443,0.000238917,0.000234733,0.000231291,0.000227539,0.000223614,0.000220084
25,0.000507,0.000512166,0.000503835,0.000495671,0.000487172,0.000479372,0.000471576,0.000464684,0.000456274,0.000449053,0.000441516,0.000434451,0.000427769,0.000420575,0.000413293,0.000406471,0.000400477,0.000393658,0.000387686,0.000380734,0.000374314,0.000368255,0.000362799,0.000356454,0.000350808,0.00034512,0.000339375,0.000333867,0.000328664,0.000323002,0.00031786,0.000312195,0.00030757,0.000302256,0.000297185,0.000292722,0.000287415,0.000282968,0.00027815,0.000273601,0.000268882,0.000265558,0.000260834,0.000256129,0.000252796,0.000248088,0.000243954,0.000240339,0.000236149,0.000232233,0.000228516
26,0.000523,0.0005339,0.000525248,0.000516675,0.000507909,0.0004995,0.000491637,0.000484208,0.000475488,0.000467891,0.000460105,0.000452593,0.000445787,0.000438182,0.000430532,0.000423627,0.000417152,0.000410248,0.000403789,0.000396822,0.00039007,0.00038354,0.000377854,0.000371144,0.000365366,0.000359535,0.000353673,0.00034794,0.000342335,0.00033649,0.000330917,0.000325069,0.000320277,0.000314588,0.000309618,0.000304881,0.000299196,0.000294492,0.000289604,0.000284816,0.000279947,0.000276339,0.000271467,0.000266611,0.000262965,0.000258106,0.000254052,0.000250261,0.000245641,0.000241704,0.000237835
27,0.000527,0.000557,0.000548,0.000539,0.00053,0.000521,0.000513,0.000505,0.000496,0.000488,0.00048,0.000472,0.000465,0.000457,0.000449,0.000442,0.000435,0.000428,0.000421,0.000414,0.000407,0.0004,0.000394,0.000387,0.000381,0.000375,0.000369,0.000363,0.000357,0.000351,0.000345,0.000339,0.000334,0.000328,0.000323,0.000318,0.000312,0.000307,0.000302,0.000297,0.000292,0.000288,0.000283,0.000278,0.000274,0.000269,0.000265,0.000261,0.000256,0.000252,0.000248
28,0.000598,0.000582405,0.000572977,0.000563525,0.000554266,0.000544703,0.000536396,0.000527839,0.000518554,0.000510099,0.000501854,0.000493329,0.000485993,0.000477621,0.00046928,0.000462103,0.000454555,0.000447382,0.000439807,0.000432649,0.000425487,0.000418055,0.00041163,0.000404428,0.000398038,0.000391802,0.000385587,0.00037927,0.000372886,0.000366758,0.000360355,0.000354233,0.000348951,0.000342717,0.000337446,0.000332231,0.000325999,0.000320671,0.000315431,0.000310276,0.000305145,0.000300639,0.000295513,0.000290355,0.000285994,0.000280842,0.000276815,0.000272545,0.000267254,0.000263139,0.000259014
29,0.000631,0.000610817,0.00060087,0.000590922,0.000581354,0.00057124,0.00056245,0.000553343,0.000543745,0.000534771,0.000526223,0.000517136,0.000509316,0.000500583,0.000491893,0.000484437,0.00047632,0.000468874,0.000460699,0.000453246,0.000445969,0.000438138,0.000431184,0.000423836,0.000416902,0.000410351,0.000403833,0.000397151,0.000390386,0.000384134,0.000377343,0.000371103,0.000365466,0.000359055,0.000353286,0.000347895,0.00034149,0.000335801,0.000330202,0.000324921,0.000319642,0.000314541,0.000309273,0.000303938,0.00029921,0.000293886,0.000289742,0.000285136,0.000279632,0.000275352,0.000271088
30,0.000671,0.000642954,0.000632402,0.000621887,0.000611941,0.00060126,0.000591839,0.000582163,0.000572196,0.000562631,0.000553706,0.000544019,0.000535582,0.000526475,0.000517409,0.000509565,0.000500852,0.000493021,0.000484234,0.000476364,0.000468957,0.000460745,0.000453172,0.000445685,0.000438098,0.000431151,0.000424235,0.000417146,0.000409994,0.000403586,0.000396411,0.000390018,0.000383966,0.000377398,0.00037096,0.000365403,0.000358845,0.00035276,0.000346717,0.000341293,0.000335834,0.000330088,0.000324643,0.00031911,0.000313996,0.000308477,0.000304128,0.000299121,0.000293452,0.000288964,0.000284527
31,0.000667,0.000679672,0.000668433,0.000657248,0.000646834,0.000635537,0.000625367,0.000615073,0.000604651,0.000594414,0.000585014,0.00057469,0.000565519,0.000556,0.000546507,0.000538152,0.000528814,0.000520471,0.00051107,0.000502677,0.000495059,0.000486464,0.000478202,0.000470522,0.000462224,0.000454796,0.000447388,0.000439857,0.000432298,0.000425657,0.000418086,0.000411459,0.000404946,0.000398199,0.00039099,0.000385244,0.000378506,0.000371986,0.000365458,0.000359818,0.000354126,0.000347729,0.000342049,0.000336294,0.000330762,0.00032502,0.000320385,0.000314912,0.000309091,0.000304361,0.000299688
32,0.000739,0.000722,0.00071,0.000698,0.000687,0.000675,0.000664,0.000653,0.000642,0.000631,0.000621,0.00061,0.0006,0.00059,0.00058,0.000571,0.000561,0.000552,0.000542,0.000533,0.000525,0.000516,0.000507,0.000499,0.00049,0.000482,0.000474,0.000466,0.000458,0.000451,0.000443,0.000436,0.000429,0.000422,0.000414,0.000408,0.000401,0.000394,0.000387,0.000381,0.000375,0.000368,0.000362,0.000356,0.00035,0.000344,0.000339,0.000333,0.000327,0.000322,0.000317
33,0.000739,0.000770951,0.00075812,0.000745127,0.000733396,0.00072057,0.000708695,0.000696867,0.00068513,0.000673265,0.000662516,0.000650802,0.000639899,0.000629316,0.000618702,0.000608911,0.000598209,0.000588391,0.000577822,0.00056815,0.000559517,0.000550065,0.000540302,0.000531785,0.000522153,0.000513488,0.000504795,0.000496306,0.000487815,0.000480279,0.000471799,0.000464236,0.000456738,0.000449361,0.00044063,0.000434272,0.000426874,0.000419346,0.000411935,0.00040537,0.000398961,0.00039146,0.000385028,0.000378755,0.000372222,0.000365923,0.000360485,0.000353899,0.000347651,0.000342363,0.000336914
34,0.0008,0.000826733,0.000812996,0.00079885,0.000786243,0.000772474,0.000759677,0.000746905,0.000734276,0.000721454,0.000709809,0.000697341,0.000685473,0.000674197,0.000662863,0.000652145,0.000640696,0.000629921,0.000618798,0.000608392,0.000598885,0.000588922,0.000578376,0.000569154,0.000558949,0.000549533,0.00054006,0.00053105,0.000522015,0.000513775,0.000504757,0.000496456,0.000488437,0.000480557,0.000471167,0.000464334,0.000456406,0.000448305,0.000440533,0.000433217,0.000426297,0.000418385,0.000411415,0.000404828,0.000397705,0.000391062,0.000385109,0.000377897,0.000371324,0.000365717,0.000359708
