"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-1628,296,-1332,2016
2011,-3001,391,-2610,2016
2012,-3850,919,-2931,2016
2013,-5087,1458,-3629,2016
2014,-5245,1832,-3413,2016
2015,-4586,2353,-2233,2016
2016,-3116,3350,234,2016
2017,-759,4570,3811,2016
2018,1799,5868,7667,2016
2019,4965,7986,12951,2016
2020,7726,10563,18289,2016
2021,10039,12963,23002,2016
2022,13160,15842,29002,2016
2023,15976,19255,35231,2016
2024,19555,22388,41943,2016
2025,24467,25663,50130,2016
2026,28459,29584,58043,2016
2027,31809,33649,65458,2016
2028,35367,37017,72384,2016
2029,38906,39456,78362,2016
2030,42205,41827,84032,2016
2031,46458,46476,92934,2016
2032,50742,50932,101674,2016
2033,55274,54607,109881,2016
2034,60757,58034,118791,2016
2035,65983,60848,126831,2016
2036,69936,63604,133540,2016
2037,76144,66363,142507,2016
2038,82431,68567,150998,2016
2039,88089,71878,159967,2016
2040,94808,73864,168672,2016
2041,101962,77046,179008,2016
2042,107886,80301,188187,2016
2043,114210,83366,197576,2016
2044,118669,85725,204394,2016
2045,123280,89668,212948,2016
2046,126291,93262,219553,2016
2047,128454,95561,224015,2016
2048,131539,96599,228138,2016
2049,135665,97977,233642,2016
2050,139767,98579,238346,2016
2051,143973,98538,242511,2016
2052,147369,98877,246246,2016
2053,149456,99278,248734,2016
2054,152355,98875,251230,2016
2055,153773,98881,252654,2016
2056,156188,99087,255275,2016
2057,157792,98530,256322,2016
2058,159250,98381,257631,2016
2059,160677,97308,257985,2016
2060,162893,96077,258970,2016
2010,-1610,-207,-1817,2017
2011,-2636,-464,-3100,2017
2012,-3465,-606,-4071,2017
2013,-4442,-745,-5187,2017
2014,-5325,-1090,-6415,2017
2015,-5499,-1777,-7276,2017
2016,-4941,-2447,-7388,2017
2017,-3513,-2501,-6014,2017
2018,-2524,-2527,-5051,2017
2019,-960,-1576,-2536,2017
2020,728,434,1162,2017
2021,1293,2429,3722,2017
2022,3314,4627,7941,2017
2023,6142,7258,13400,2017
2024,9922,9612,19534,2017
2025,14770,12085,26855,2017
2026,19272,15361,34633,2017
2027,23530,18659,42189,2017
2028,26786,21149,47935,2017
2029,31202,23762,54964,2017
2030,35952,25670,61622,2017
2031,41030,29111,70141,2017
2032,45988,32509,78497,2017
2033,51019,35017,86036,2017
2034,56751,36735,93486,2017
2035,62005,38392,100397,2017
2036,65937,39662,105599,2017
2037,71540,40205,111745,2017
2038,78685,40504,119189,2017
2039,84411,41668,126079,2017
2040,89556,40923,130479,2017
2041,96193,41305,137498,2017
2042,102218,43061,145279,2017
2043,107952,44094,152046,2017
2044,115264,44795,160059,2017
2045,122235,45971,168206,2017
2046,129227,47094,176321,2017
2047,135874,47429,183303,2017
2048,143177,47716,190893,2017
2049,150783,48833,199616,2017
2050,158061,50621,208682,2017
2051,164454,52255,216709,2017
2052,169566,54250,223816,2017
2053,171162,55459,226621,2017
2054,173231,56360,229591,2017
2055,176251,57133,233384,2017
2056,178457,57902,236359,2017
2057,181193,56475,237668,2017
2058,183973,55816,239789,2017
2059,186345,54074,240419,2017
2060,191260,52636,243896,2017
2010,198,-493,-295,2018
2011,286,-618,-332,2018
2012,437,-885,-448,2018
2013,303,-1297,-994,2018
2014,78,-2184,-2106,2018
2015,480,-2743,-2263,2018
2016,1259,-3162,-1903,2018
2017,1519,-3216,-1697,2018
2018,2127,-3184,-1057,2018
2019,3354,-2359,995,2018
2020,4444,-830,3614,2018
2021,4775,678,5453,2018
2022,6098,3147,9245,2018
2023,8750,5928,14678,2018
2024,11446,8908,20354,2018
2025,14648,12211,26859,2018
2026,18113,15982,34095,2018
2027,21773,19114,40887,2018
2028,24362,21727,46089,2018
2029,27823,23952,51775,2018
2030,31501,25661,57162,2018
2031,35333,28151,63484,2018
2032,39614,30095,69709,2018
2033,43488,31771,75259,2018
2034,48374,33612,81986,2018
2035,52827,35022,87849,2018
2036,56089,35638,91727,2018
2037,59886,35949,95835,2018
2038,65691,36681,102372,2018
2039,71478,38032,109510,2018
2040,77368,38114,115482,2018
2041,84370,40336,124706,2018
2042,90219,43655,133874,2018
2043,96016,47339,143355,2018
2044,101738,49774,151512,2018
2045,107288,52911,160199,2018
2046,112398,56444,168842,2018
2047,119703,58724,178427,2018
2048,126625,59497,186122,2018
2049,135026,59452,194478,2018
2050,142516,59500,202016,2018
2051,149280,60490,209770,2018
2052,154554,61699,216253,2018
2053,156207,62582,218789,2018
2054,159091,63161,222252,2018
2055,162860,64056,226916,2018
2056,167814,63781,231595,2018
2057,172380,62503,234883,2018
2058,175342,62090,237432,2018
2059,178585,61150,239735,2018
2060,183212,60149,243361,2018
2010,-135,57,-78,2019
2011,-314,517,203,2019
2012,-496,978,482,2019
2013,-429,1237,808,2019
2014,-571,1159,588,2019
2015,-623,1317,694,2019
2016,-544,1279,735,2019
2017,-755,1531,776,2019
2018,-1051,979,-72,2019
2019,-688,1366,678,2019
2020,-890,2563,1673,2019
2021,-1438,3987,2549,2019
2022,-1191,5987,4796,2019
2023,343,7679,8022,2019
2024,2071,8986,11057,2019
2025,4103,10720,14823,2019
2026,6902,12498,19400,2019
2027,9536,14187,23723,2019
2028,12197,15338,27535,2019
2029,16027,16896,32923,2019
2030,20553,18050,38603,2019
2031,25213,20114,45327,2019
2032,30029,21931,51960,2019
2033,35238,23463,58701,2019
2034,40854,25423,66277,2019
2035,47524,28364,75888,2019
2036,51898,30514,82412,2019
2037,57204,31918,89122,2019
2038,64001,33244,97245,2019
2039,69791,34572,104363,2019
2040,74810,34025,108835,2019
2041,82697,35300,117997,2019
2042,90180,37367,127547,2019
2043,96677,40068,136745,2019
2044,103692,42153,145845,2019
2045,111275,44191,155466,2019
2046,119052,46146,165198,2019
2047,125736,47669,173405,2019
2048,132332,47887,180219,2019
2049,140132,48331,188463,2019
2050,147912,48288,196200,2019
2051,153528,49182,202710,2019
2052,159110,49486,208596,2019
2053,163017,49356,212373,2019
2054,167444,49319,216763,2019
2055,173144,50318,223462,2019
2056,178969,50441,229410,2019
2057,183867,49411,233278,2019
2058,186323,50222,236545,2019
2059,188361,49513,237874,2019
2060,192762,49303,242065,2019
2010,313,101,414,2020
2011,435,398,833,2020
2012,629,1146,1775,2020
2013,735,1843,2578,2020
2014,820,2034,2854,2020
2015,1219,2289,3508,2020
2016,1638,2318,3956,2020
2017,1315,2148,3463,2020
2018,764,2110,2874,2020
2019,127,2109,2236,2020
2020,-966,3115,2149,2020
2021,-1651,4584,2933,2020
2022,-962,6919,5957,2020
2023,997,8804,9801,2020
2024,3518,10380,13898,2020
2025,6166,12160,18326,2020
2026,8386,14487,22873,2020
2027,10255,16321,26576,2020
2028,12422,18367,30789,2020
2029,15380,20418,35798,2020
2030,18523,22101,40624,2020
2031,22475,24604,47079,2020
2032,26515,26625,53140,2020
2033,31011,28587,59598,2020
2034,35796,30724,66520,2020
2035,41078,32936,74014,2020
2036,43448,34559,78007,2020
2037,47772,35448,83220,2020
2038,53009,36298,89307,2020
2039,56920,37824,94744,2020
2040,59888,37908,97796,2020
2041,65266,39492,104758,2020
2042,69812,41833,111645,2020
2043,73212,44330,117542,2020
2044,76053,46301,122354,2020
2045,79723,49141,128864,2020
2046,83285,52061,135346,2020
2047,87131,54802,141933,2020
2048,90973,56448,147421,2020
2049,97345,58304,155649,2020
2050,101484,60364,161848,2020
2051,104936,62486,167422,2020
2052,106555,64617,171172,2020
2053,105749,66306,172055,2020
2054,107088,67046,174134,2020
2055,108581,67482,176063,2020
2056,111358,67580,178938,2020
2057,115232,66310,181542,2020
2058,117456,66801,184257,2020
2059,117975,65156,183131,2020
2060,120187,64733,184920,2020
