"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,420,501,921,2016
2011,1563,1080,2643,2016
2012,2345,1708,4053,2016
2013,3877,2793,6670,2016
2014,6414,2855,9269,2016
2015,9174,3233,12407,2016
2016,20890,10558,31448,2016
2017,40104,22963,63067,2016
2018,61592,38540,100132,2016
2019,87289,56270,143559,2016
2020,114171,76610,190781,2016
2021,142637,97388,240025,2016
2022,171303,119117,290420,2016
2023,201805,143237,345042,2016
2024,233786,165654,399440,2016
2025,264868,186906,451774,2016
2026,294801,208856,503657,2016
2027,324016,229080,553096,2016
2028,351465,248308,599773,2016
2029,379003,265251,644254,2016
2030,406061,281128,687189,2016
2031,434823,298270,733093,2016
2032,464742,313564,778306,2016
2033,496521,327556,824077,2016
2034,528405,341550,869955,2016
2035,558205,356296,914501,2016
2036,586218,370003,956221,2016
2037,614987,384573,999560,2016
2038,645194,397127,1042321,2016
2039,671800,411256,1083056,2016
2040,701459,424767,1126226,2016
2041,732423,438763,1171186,2016
2042,760821,453070,1213891,2016
2043,789276,466926,1256202,2016
2044,817278,480438,1297716,2016
2045,842408,494331,1336739,2016
2046,866473,506569,1373042,2016
2047,890760,519048,1409808,2016
2048,914843,528744,1443587,2016
2049,935501,536789,1472290,2016
2050,958325,545157,1503482,2016
2051,980240,554369,1534609,2016
2052,999918,562004,1561922,2016
2053,1018663,568976,1587639,2016
2054,1038933,574959,1613892,2016
2055,1058194,581828,1640022,2016
2056,1076359,587932,1664291,2016
2057,1097162,592462,1689624,2016
2058,1116416,598688,1715104,2016
2059,1135102,604009,1739111,2016
2060,1155006,610226,1765232,2016
2010,-1023,1026,3,2017
2011,-1517,1892,375,2017
2012,-2911,2844,-67,2017
2013,-3686,3896,210,2017
2014,-2816,3914,1098,2017
2015,-2094,3947,1853,2017
2016,-959,4757,3798,2017
2017,10623,12506,23129,2017
2018,25478,25515,50993,2017
2019,46763,41147,87910,2017
2020,70378,59857,130235,2017
2021,97169,78794,175963,2017
2022,125675,99281,224956,2017
2023,156053,121039,277092,2017
2024,187774,141642,329416,2017
2025,218654,161941,380595,2017
2026,248235,183091,431326,2017
2027,276696,203601,480297,2017
2028,304331,222135,526466,2017
2029,332615,238551,571166,2017
2030,358399,255212,613611,2017
2031,386226,271840,658066,2017
2032,415361,286016,701377,2017
2033,446038,300128,746166,2017
2034,477729,313738,791467,2017
2035,507155,327180,834335,2017
2036,535285,341061,876346,2017
2037,563771,354910,918681,2017
2038,592640,367507,960147,2017
2039,618421,381484,999905,2017
2040,647054,394572,1041626,2017
2041,675716,407840,1083556,2017
2042,701713,421911,1123624,2017
2043,727952,435042,1162994,2017
2044,755155,448021,1203176,2017
2045,780049,462603,1242652,2017
2046,803078,474530,1277608,2017
2047,828188,486336,1314524,2017
2048,852473,496006,1348479,2017
2049,872275,503727,1376002,2017
2050,893210,512294,1405504,2017
2051,913382,521430,1434812,2017
2052,929164,531164,1460328,2017
2053,946566,539111,1485677,2017
2054,966092,546978,1513070,2017
2055,984927,554750,1539677,2017
2056,1002853,562572,1565425,2017
2057,1020518,569150,1589668,2017
2058,1036934,577080,1614014,2017
2059,1054013,584149,1638162,2017
2060,1071115,590927,1662042,2017
2010,803,1432,2235,2018
2011,2339,2689,5028,2018
2012,3224,4069,7293,2018
2013,4024,5259,9283,2018
2014,5771,5213,10984,2018
2015,7893,5740,13633,2018
2016,10486,6799,17285,2018
2017,14324,7806,22130,2018
2018,24136,15713,39849,2018
2019,39043,27140,66183,2018
2020,56883,42566,99449,2018
2021,78674,59626,138300,2018
2022,103291,78800,182091,2018
2023,131205,99831,231036,2018
2024,160385,121469,281854,2018
2025,191389,142598,333987,2018
2026,221788,164107,385895,2018
2027,252949,185286,438235,2018
2028,283327,205185,488512,2018
2029,313929,224527,538456,2018
2030,343944,242606,586550,2018
2031,374083,260834,634917,2018
2032,404987,277157,682144,2018
2033,435447,293365,728812,2018
2034,467990,309464,777454,2018
2035,497432,326556,823988,2018
2036,525623,341659,867282,2018
2037,557772,356661,914433,2018
2038,588138,371309,959447,2018
2039,616661,385343,1002004,2018
2040,646016,397924,1043940,2018
2041,676770,410101,1086871,2018
2042,705173,423478,1128651,2018
2043,732431,436041,1168472,2018
2044,758568,448544,1207112,2018
2045,784435,462198,1246633,2018
2046,810350,473734,1284084,2018
2047,837000,483957,1320957,2018
2048,863976,493074,1357050,2018
2049,890062,502337,1392399,2018
2050,916767,511902,1428669,2018
2051,942587,520167,1462754,2018
2052,967185,529382,1496567,2018
2053,988948,536977,1525925,2018
2054,1012124,543874,1555998,2018
2055,1034689,550748,1585437,2018
2056,1055237,557452,1612689,2018
2057,1077539,563517,1641056,2018
2058,1097130,569293,1666423,2018
2059,1116603,573615,1690218,2018
2060,1136311,578632,1714943,2018
2010,657,1323,1980,2019
2011,2370,2518,4888,2019
2012,3927,3502,7429,2019
2013,5448,4291,9739,2019
2014,7279,4644,11923,2019
2015,9581,4832,14413,2019
2016,11951,5459,17410,2019
2017,15477,6377,21854,2019
2018,17088,8171,25259,2019
2019,27896,15630,43526,2019
2020,43051,27850,70901,2019
2021,62720,42890,105610,2019
2022,83676,60813,144489,2019
2023,107561,80579,188140,2019
2024,136008,99859,235867,2019
2025,164988,119907,284895,2019
2026,195644,141028,336672,2019
2027,227062,160950,388012,2019
2028,258021,179464,437485,2019
2029,289747,196871,486618,2019
2030,321008,213891,534899,2019
2031,353099,231458,584557,2019
2032,386818,248354,635172,2019
2033,419958,263071,683029,2019
2034,453562,277873,731435,2019
2035,483030,291919,774949,2019
2036,511982,306012,817994,2019
2037,543049,321422,864471,2019
2038,574553,336218,910771,2019
2039,604449,351377,955826,2019
2040,634175,365500,999675,2019
2041,665245,380395,1045640,2019
2042,692976,395703,1088679,2019
2043,720197,410329,1130526,2019
2044,746437,424412,1170849,2019
2045,771735,439225,1210960,2019
2046,795452,452315,1247767,2019
2047,820862,463686,1284548,2019
2048,843283,473807,1317090,2019
2049,864026,482694,1346720,2019
2050,886805,492150,1378955,2019
2051,908265,500217,1408482,2019
2052,927934,508823,1436757,2019
2053,946966,515612,1462578,2019
2054,967666,521015,1488681,2019
2055,988108,527175,1515283,2019
2056,1008132,533735,1541867,2019
2057,1028148,538784,1566932,2019
2058,1047261,544155,1591416,2019
2059,1067028,548418,1615446,2019
2060,1085614,553013,1638627,2019
2010,-1167,2003,836,2020
2011,-1032,4136,3104,2020
2012,-1076,6345,5269,2020
2013,-1192,8797,7605,2020
2014,-589,10559,9970,2020
2015,272,11550,11822,2020
2016,794,13321,14115,2020
2017,2441,14870,17311,2020
2018,2225,17318,19543,2020
2019,2242,19512,21754,2020
2020,9467,29319,38786,2020
2021,21776,41854,63630,2020
2022,38495,57834,96329,2020
2023,59227,77085,136312,2020
2024,84549,97037,181586,2020
2025,112523,117910,230433,2020
2026,141285,140118,281403,2020
2027,170026,162892,332918,2020
2028,198824,183967,382791,2020
2029,228866,203304,432170,2020
2030,259486,221568,481054,2020
2031,289648,240447,530095,2020
2032,321465,258077,579542,2020
2033,355136,274184,629320,2020
2034,388634,288910,677544,2020
2035,419320,303023,722343,2020
2036,449087,317133,766220,2020
2037,479256,332413,811669,2020
2038,508868,347230,856098,2020
2039,537291,363576,900867,2020
2040,566298,378010,944308,2020
2041,594705,393032,987737,2020
2042,621921,408249,1030170,2020
2043,648482,423059,1071541,2020
2044,674755,436615,1111370,2020
2045,701776,451134,1152910,2020
2046,725040,465008,1190048,2020
2047,749671,478389,1228060,2020
2048,772128,490408,1262536,2020
2049,794005,500946,1294951,2020
2050,817793,511056,1328849,2020
2051,840642,520781,1361423,2020
2052,862812,531314,1394126,2020
2053,883261,539632,1422893,2020
2054,904262,547728,1451990,2020
2055,927237,555098,1482335,2020
2056,946595,562068,1508663,2020
2057,965745,568523,1534268,2020
2058,982595,574509,1557104,2020
2059,999199,579612,1578811,2020
2060,1015161,585455,1600616,2020
