"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,20,48,68,2016
2011,737,82,819,2016
2012,1123,14,1137,2016
2013,1698,82,1780,2016
2014,2634,-107,2527,2016
2015,3058,-446,2612,2016
2016,4077,-781,3296,2016
2017,5025,-808,4217,2016
2018,5968,-897,5071,2016
2019,7277,-435,6842,2016
2020,8710,234,8944,2016
2021,9536,705,10241,2016
2022,10800,1589,12389,2016
2023,12115,3047,15162,2016
2024,14459,4239,18698,2016
2025,17254,5586,22840,2016
2026,19353,7015,26368,2016
2027,21428,8393,29821,2016
2028,23911,10053,33964,2016
2029,26247,10461,36708,2016
2030,29535,10970,40505,2016
2031,32373,12781,45154,2016
2032,34733,14601,49334,2016
2033,37704,15877,53581,2016
2034,41584,16577,58161,2016
2035,45115,17438,62553,2016
2036,47223,18629,65852,2016
2037,50463,20324,70787,2016
2038,53793,20866,74659,2016
2039,56855,22013,78868,2016
2040,60668,22610,83278,2016
2041,66036,23096,89132,2016
2042,70396,24853,95249,2016
2043,74980,26958,101938,2016
2044,80054,27927,107981,2016
2045,84784,29343,114127,2016
2046,89231,30177,119408,2016
2047,94310,30140,124450,2016
2048,99116,28081,127197,2016
2049,105466,25990,131456,2016
2050,111430,23358,134788,2016
2051,116906,22141,139047,2016
2052,123514,20858,144372,2016
2053,129077,19222,148299,2016
2054,134453,18448,152901,2016
2055,138377,18937,157314,2016
2056,143696,19248,162944,2016
2057,149341,18461,167802,2016
2058,153254,18140,171394,2016
2059,154304,17630,171934,2016
2060,156843,17221,174064,2016
2010,8,-47,-39,2017
2011,295,-144,151,2017
2012,353,-324,29,2017
2013,383,-311,72,2017
2014,399,-632,-233,2017
2015,229,-1101,-872,2017
2016,324,-1672,-1348,2017
2017,902,-1867,-965,2017
2018,1301,-2181,-880,2017
2019,1975,-2080,-105,2017
2020,2636,-1709,927,2017
2021,2329,-1606,723,2017
2022,2452,-1050,1402,2017
2023,2393,392,2785,2017
2024,3443,1514,4957,2017
2025,5242,2607,7849,2017
2026,5822,3794,9616,2017
2027,6816,5244,12060,2017
2028,8125,6842,14967,2017
2029,9679,7478,17157,2017
2030,12034,8073,20107,2017
2031,13634,9886,23520,2017
2032,15532,11381,26913,2017
2033,18328,13121,31449,2017
2034,22225,14793,37018,2017
2035,26237,15921,42158,2017
2036,28348,16869,45217,2017
2037,31577,18217,49794,2017
2038,35982,18674,54656,2017
2039,39530,19503,59033,2017
2040,43258,19304,62562,2017
2041,48441,19437,67878,2017
2042,51976,20149,72125,2017
2043,55565,21335,76900,2017
2044,58957,22173,81130,2017
2045,61788,23798,85586,2017
2046,65334,25482,90816,2017
2047,69013,25600,94613,2017
2048,71895,24229,96124,2017
2049,75613,22521,98134,2017
2050,79851,20241,100092,2017
2051,81485,19190,100675,2017
2052,83116,17871,100987,2017
2053,84956,16244,101200,2017
2054,85798,14728,100526,2017
2055,86929,13933,100862,2017
2056,89704,13082,102786,2017
2057,93429,11361,104790,2017
2058,96453,10602,107055,2017
2059,97991,9596,107587,2017
2060,101361,8073,109434,2017
2010,357,-334,23,2018
2011,655,-675,-20,2018
2012,755,-948,-193,2018
2013,859,-1160,-301,2018
2014,869,-1518,-649,2018
2015,636,-1908,-1272,2018
2016,715,-2324,-1609,2018
2017,663,-2761,-2098,2018
2018,612,-3295,-2683,2018
2019,979,-3551,-2572,2018
2020,1151,-3608,-2457,2018
2021,1015,-3984,-2969,2018
2022,1403,-3728,-2325,2018
2023,1826,-2770,-944,2018
2024,2555,-2094,461,2018
2025,3875,-1266,2609,2018
2026,4834,-160,4674,2018
2027,6049,1378,7427,2018
2028,7135,2901,10036,2018
2029,8258,3848,12106,2018
2030,10336,4471,14807,2018
2031,12185,6081,18266,2018
2032,14225,7380,21605,2018
2033,16480,8338,24818,2018
2034,19684,9368,29052,2018
2035,23344,9667,33011,2018
2036,25651,10049,35700,2018
2037,28299,10184,38483,2018
2038,31946,10061,42007,2018
2039,34940,10361,45301,2018
2040,37420,9642,47062,2018
2041,41433,9207,50640,2018
2042,43819,9524,53343,2018
2043,45067,9354,54421,2018
2044,45799,9113,54912,2018
2045,46727,9916,56643,2018
2046,48320,10588,58908,2018
2047,50491,10328,60819,2018
2048,53531,8777,62308,2018
2049,57645,7772,65417,2018
2050,60678,5674,66352,2018
2051,63277,4551,67828,2018
2052,65093,3726,68819,2018
2053,65434,2648,68082,2018
2054,65782,841,66623,2018
2055,64853,-587,64266,2018
2056,65845,-865,64980,2018
2057,67201,-1921,65280,2018
2058,67884,-1640,66244,2018
2059,67789,-1952,65837,2018
2060,68422,-2806,65616,2018
2010,412,7,419,2019
2011,960,-50,910,2019
2012,1386,-11,1375,2019
2013,1605,155,1760,2019
2014,2036,255,2291,2019
2015,1970,313,2283,2019
2016,1874,273,2147,2019
2017,1609,220,1829,2019
2018,957,-100,857,2019
2019,856,-118,738,2019
2020,616,58,674,2019
2021,163,116,279,2019
2022,-276,351,75,2019
2023,-166,909,743,2019
2024,251,1242,1493,2019
2025,1196,1677,2873,2019
2026,2134,2297,4431,2019
2027,2997,3502,6499,2019
2028,4322,4894,9216,2019
2029,5824,6171,11995,2019
2030,7897,7199,15096,2019
2031,9557,8525,18082,2019
2032,11169,9335,20504,2019
2033,12974,10158,23132,2019
2034,15673,11464,27137,2019
2035,19092,12447,31539,2019
2036,21160,13448,34608,2019
2037,22886,13927,36813,2019
2038,25541,14888,40429,2019
2039,27872,15919,43791,2019
2040,30235,15564,45799,2019
2041,34016,15689,49705,2019
2042,35643,16388,52031,2019
2043,36928,16846,53774,2019
2044,37352,16798,54150,2019
2045,38523,17145,55668,2019
2046,40061,17285,57346,2019
2047,41160,17408,58568,2019
2048,43592,16947,60539,2019
2049,46574,16650,63224,2019
2050,49812,16339,66151,2019
2051,52381,16202,68583,2019
2052,54943,15629,70572,2019
2053,55327,14665,69992,2019
2054,56150,13742,69892,2019
2055,56690,11861,68551,2019
2056,57650,10770,68420,2019
2057,58688,9096,67784,2019
2058,58948,9002,67950,2019
2059,57494,8006,65500,2019
2060,57145,6999,64144,2019
2010,466,-3,463,2020
2011,1051,4,1055,2020
2012,1479,129,1608,2020
2013,1651,372,2023,2020
2014,2042,528,2570,2020
2015,2190,710,2900,2020
2016,2501,647,3148,2020
2017,2514,637,3151,2020
2018,2293,641,2934,2020
2019,1762,656,2418,2020
2020,1340,877,2217,2020
2021,534,1049,1583,2020
2022,-21,1522,1501,2020
2023,468,2329,2797,2020
2024,1254,2878,4132,2020
2025,2452,3485,5937,2020
2026,3048,4287,7335,2020
2027,3383,5286,8669,2020
2028,4081,6324,10405,2020
2029,4662,7332,11994,2020
2030,6099,8387,14486,2020
2031,7441,9538,16979,2020
2032,8472,10517,18989,2020
2033,9842,11519,21361,2020
2034,11184,12777,23961,2020
2035,13236,13708,26944,2020
2036,13940,14817,28757,2020
2037,15362,15352,30714,2020
2038,17282,16529,33811,2020
2039,18996,17587,36583,2020
2040,20123,17248,37371,2020
2041,22614,17317,39931,2020
2042,23544,17418,40962,2020
2043,24587,17631,42218,2020
2044,26432,16862,43294,2020
2045,29192,16334,45526,2020
2046,31213,16471,47684,2020
2047,33003,16441,49444,2020
2048,35499,15633,51132,2020
2049,39918,15162,55080,2020
2050,43652,15133,58785,2020
2051,45766,14717,60483,2020
2052,48875,14122,62997,2020
2053,50100,13208,63308,2020
2054,51381,12182,63563,2020
2055,51204,10366,61570,2020
2056,51824,9215,61039,2020
2057,53032,7644,60676,2020
2058,53178,7125,60303,2020
2059,52183,6348,58531,2020
2060,52417,5501,57918,2020
