"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-294,657,363,2016
2011,561,1509,2070,2016
2012,1652,2366,4018,2016
2013,3346,3101,6447,2016
2014,4949,3477,8426,2016
2015,7130,3755,10885,2016
2016,16269,10363,26632,2016
2017,31346,20566,51912,2016
2018,48679,34078,82757,2016
2019,68606,49318,117924,2016
2020,87614,66840,154454,2016
2021,109199,84583,193782,2016
2022,132162,103263,235425,2016
2023,157208,123518,280726,2016
2024,183521,142310,325831,2016
2025,209407,159931,369338,2016
2026,234995,178476,413471,2016
2027,259093,195925,455018,2016
2028,281463,211457,492920,2016
2029,305065,225996,531061,2016
2030,328861,240342,569203,2016
2031,353614,254914,608528,2016
2032,378037,268829,646866,2016
2033,403749,282717,686466,2016
2034,429199,295947,725146,2016
2035,451710,309834,761544,2016
2036,475008,322028,797036,2016
2037,496657,335101,831758,2016
2038,518479,347697,866176,2016
2039,537373,360996,898369,2016
2040,556750,372433,929183,2016
2041,576961,384867,961828,2016
2042,594490,397262,991752,2016
2043,611823,408356,1020179,2016
2044,629802,418894,1048696,2016
2045,647119,430750,1077869,2016
2046,662304,440173,1102477,2016
2047,677468,448370,1125838,2016
2048,692216,456416,1148632,2016
2049,706824,463665,1170489,2016
2050,723156,471648,1194804,2016
2051,738498,481028,1219526,2016
2052,753131,490571,1243702,2016
2053,767018,497621,1264639,2016
2054,780982,504838,1285820,2016
2055,795335,512769,1308104,2016
2056,807823,519749,1327572,2016
2057,821706,525326,1347032,2016
2058,834487,531896,1366383,2016
2059,846074,536789,1382863,2016
2060,859159,543346,1402505,2016
2010,-676,1177,501,2017
2011,170,2521,2691,2017
2012,269,3902,4171,2017
2013,1253,5532,6785,2017
2014,2334,6315,8649,2017
2015,2577,7209,9786,2017
2016,3050,8514,11564,2017
2017,11988,15583,27571,2017
2018,23715,26569,50284,2017
2019,39682,39391,79073,2017
2020,56404,55455,111859,2017
2021,75816,72198,148014,2017
2022,96785,90712,187497,2017
2023,119507,109999,229506,2017
2024,144169,127814,271983,2017
2025,168531,144776,313307,2017
2026,192798,162647,355445,2017
2027,215579,180819,396398,2017
2028,237572,196985,434557,2017
2029,260212,211060,471272,2017
2030,281414,224463,505877,2017
2031,303642,238708,542350,2017
2032,327391,250784,578175,2017
2033,351566,262407,613973,2017
2034,376974,273727,650701,2017
2035,400643,284356,684999,2017
2036,422839,294348,717187,2017
2037,445564,305044,750608,2017
2038,468426,313323,781749,2017
2039,489721,323256,812977,2017
2040,513156,333346,846502,2017
2041,534811,342815,877626,2017
2042,554585,353143,907728,2017
2043,574123,362848,936971,2017
2044,593154,371895,965049,2017
2045,612649,381195,993844,2017
2046,631076,388109,1019185,2017
2047,648660,395379,1044039,2017
2048,665351,402537,1067888,2017
2049,680927,408826,1089753,2017
2050,698431,415557,1113988,2017
2051,715894,423496,1139390,2017
2052,730944,431356,1162300,2017
2053,745864,436289,1182153,2017
2054,762151,440290,1202441,2017
2055,778714,445405,1224119,2017
2056,794467,450126,1244593,2017
2057,812010,454427,1266437,2017
2058,827815,459348,1287163,2017
2059,843630,462989,1306619,2017
2060,862272,467894,1330166,2017
2010,534,816,1350,2018
2011,1168,1203,2371,2018
2012,1293,1648,2941,2018
2013,2507,1947,4454,2018
2014,3343,1163,4506,2018
2015,4248,849,5097,2018
2016,5894,1384,7278,2018
2017,8615,2421,11036,2018
2018,16660,9089,25749,2018
2019,29785,18847,48632,2018
2020,44560,32277,76837,2018
2021,63358,46924,110282,2018
2022,83790,63512,147302,2018
2023,105104,81745,186849,2018
2024,128796,99702,228498,2018
2025,152591,117493,270084,2018
2026,177147,136207,313354,2018
2027,200124,154098,354222,2018
2028,221611,170167,391778,2018
2029,243811,185433,429244,2018
2030,265963,199877,465840,2018
2031,290566,215202,505768,2018
2032,316499,229553,546052,2018
2033,341815,242657,584472,2018
2034,367570,255341,622911,2018
2035,392235,268184,660419,2018
2036,415156,279428,694584,2018
2037,439189,292584,731773,2018
2038,463495,304569,768064,2018
2039,487322,317605,804927,2018
2040,512089,329501,841590,2018
2041,536718,341489,878207,2018
2042,558638,354365,913003,2018
2043,580590,366430,947020,2018
2044,601643,376641,978284,2018
2045,619914,388925,1008839,2018
2046,638876,398981,1037857,2018
2047,658304,409047,1067351,2018
2048,677686,417552,1095238,2018
2049,696075,425365,1121440,2018
2050,714333,433384,1147717,2018
2051,731408,441328,1172736,2018
2052,746218,449437,1195655,2018
2053,759546,455323,1214869,2018
2054,774664,461060,1235724,2018
2055,788710,466631,1255341,2018
2056,803316,472836,1276152,2018
2057,819250,477251,1296501,2018
2058,833521,482776,1316297,2018
2059,847051,488813,1335864,2018
2060,861436,495174,1356610,2018
2010,-714,1514,800,2019
2011,-936,2873,1937,2019
2012,-1161,4490,3329,2019
2013,-980,5490,4510,2019
2014,-1559,5875,4316,2019
2015,-1173,6239,5066,2019
2016,-322,6615,6293,2019
2017,614,6595,7209,2019
2018,316,8131,8447,2019
2019,7649,14379,22028,2019
2020,18360,25200,43560,2019
2021,34026,37845,71871,2019
2022,53241,52967,106208,2019
2023,73463,69543,143006,2019
2024,97697,86431,184128,2019
2025,122220,104136,226356,2019
2026,146337,123308,269645,2019
2027,171406,141525,312931,2019
2028,197278,158641,355919,2019
2029,223940,174972,398912,2019
2030,250041,191294,441335,2019
2031,276628,207703,484331,2019
2032,302895,222372,525267,2019
2033,327561,234890,562451,2019
2034,354296,247311,601607,2019
2035,379793,259436,639229,2019
2036,403690,270831,674521,2019
2037,429773,282884,712657,2019
2038,454533,294376,748909,2019
2039,478854,307504,786358,2019
2040,505198,318872,824070,2019
2041,532242,330903,863145,2019
2042,554817,343892,898709,2019
2043,576388,357189,933577,2019
2044,598784,370020,968804,2019
2045,620898,383257,1004155,2019
2046,641455,394001,1035456,2019
2047,663813,404383,1068196,2019
2048,684767,412893,1097660,2019
2049,704419,419911,1124330,2019
2050,724819,427434,1152253,2019
2051,743290,434587,1177877,2019
2052,761549,441194,1202743,2019
2053,780409,446386,1226795,2019
2054,799775,451876,1251651,2019
2055,818751,457045,1275796,2019
2056,836574,462726,1299300,2019
2057,856044,466107,1322151,2019
2058,872474,469345,1341819,2019
2059,888861,472788,1361649,2019
2060,904971,476244,1381215,2019
2010,92,1288,1380,2020
2011,1368,2430,3798,2020
2012,2306,4081,6387,2020
2013,4627,5914,10541,2020
2014,5900,7476,13376,2020
2015,7615,8585,16200,2020
2016,9404,10369,19773,2020
2017,10934,11724,22658,2020
2018,10628,14175,24803,2020
2019,10803,16190,26993,2020
2020,13850,24313,38163,2020
2021,23039,35010,58049,2020
2022,35800,48340,84140,2020
2023,50822,64390,115212,2020
2024,70218,80480,150698,2020
2025,91190,97807,188997,2020
2026,111598,116081,227679,2020
2027,131730,133519,265249,2020
2028,153887,150725,304612,2020
2029,178167,166666,344833,2020
2030,202889,182728,385617,2020
2031,227591,198866,426457,2020
2032,253794,214087,467881,2020
2033,281792,228574,510366,2020
2034,309681,242518,552199,2020
2035,334601,257530,592131,2020
2036,358466,271046,629512,2020
2037,385700,284680,670380,2020
2038,411499,297955,709454,2020
2039,435816,311690,747506,2020
2040,459525,324188,783713,2020
2041,483187,336912,820099,2020
2042,503697,349025,852722,2020
2043,524329,360681,885010,2020
2044,545742,372075,917817,2020
2045,566360,383720,950080,2020
2046,586233,393578,979811,2020
2047,605837,401801,1007638,2020
2048,625266,408461,1033727,2020
2049,642056,415317,1057373,2020
2050,661519,422316,1083835,2020
2051,680277,430191,1110468,2020
2052,696056,438441,1134497,2020
2053,710625,444227,1154852,2020
2054,727499,448805,1176304,2020
2055,743788,454212,1198000,2020
2056,759645,459399,1219044,2020
2057,776412,464402,1240814,2020
2058,791505,470610,1262115,2020
2059,805402,475577,1280979,2020
2060,819773,480971,1300744,2020
