"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,978,794,1772,2016
2011,2686,1364,4050,2016
2012,3974,1925,5899,2016
2013,5732,2123,7855,2016
2014,8336,1459,9795,2016
2015,11204,1253,12457,2016
2016,21944,7615,29559,2016
2017,39362,18385,57747,2016
2018,59040,32581,91621,2016
2019,81884,48948,130832,2016
2020,104288,67842,172130,2016
2021,129548,87198,216746,2016
2022,155333,107667,263000,2016
2023,182944,129710,312654,2016
2024,212556,150086,362642,2016
2025,241637,169976,411613,2016
2026,268617,189631,458248,2016
2027,295238,208225,503463,2016
2028,320157,225047,545204,2016
2029,345635,239783,585418,2016
2030,370646,253794,624440,2016
2031,398280,268641,666921,2016
2032,427189,281701,708890,2016
2033,456533,294335,750868,2016
2034,486785,306827,793612,2016
2035,513815,319607,833422,2016
2036,540456,331314,871770,2016
2037,567775,344999,912774,2016
2038,595375,357211,952586,2016
2039,621007,371192,992199,2016
2040,648806,383483,1032289,2016
2041,677196,396468,1073664,2016
2042,703664,410523,1114187,2016
2043,728227,423433,1151660,2016
2044,753567,434922,1188489,2016
2045,778163,447406,1225569,2016
2046,799889,458112,1258001,2016
2047,820738,467540,1288278,2016
2048,839273,473986,1313259,2016
2049,857484,480283,1337767,2016
2050,875742,486613,1362355,2016
2051,893659,493924,1387583,2016
2052,909419,500456,1409875,2016
2053,924005,505408,1429413,2016
2054,940446,510715,1451161,2016
2055,957486,517012,1474498,2016
2056,974340,522830,1497170,2016
2057,993123,526596,1519719,2016
2058,1009926,532153,1542079,2016
2059,1026581,536520,1563101,2016
2060,1044883,541576,1586459,2016
2010,-710,881,171,2017
2011,-386,1359,973,2017
2012,-1466,2100,634,2017
2013,-1494,3033,1539,2017
2014,-452,3203,2751,2017
2015,537,3276,3813,2017
2016,1305,4384,5689,2017
2017,11430,12372,23802,2017
2018,25386,25009,50395,2017
2019,44771,39827,84598,2017
2020,65942,57771,123713,2017
2021,89893,75981,165874,2017
2022,115300,96085,211385,2017
2023,143193,117351,260544,2017
2024,172476,137217,309693,2017
2025,201193,156570,357763,2017
2026,228617,177325,405942,2017
2027,254761,197643,452404,2017
2028,280867,216091,496958,2017
2029,307803,231928,539731,2017
2030,333633,247732,581365,2017
2031,360130,263323,623453,2017
2032,387780,276772,664552,2017
2033,416865,290731,707596,2017
2034,447004,304515,751519,2017
2035,475694,317825,793519,2017
2036,503577,331233,834810,2017
2037,530311,345180,875491,2017
2038,557552,357556,915108,2017
2039,581252,371727,952979,2017
2040,607242,385057,992299,2017
2041,633307,398036,1031343,2017
2042,658426,411806,1070232,2017
2043,682738,424367,1107105,2017
2044,707532,436629,1144161,2017
2045,729475,450197,1179672,2017
2046,751017,461947,1212964,2017
2047,772352,472720,1245072,2017
2048,793213,480741,1273954,2017
2049,813554,487484,1301038,2017
2050,834807,494348,1329155,2017
2051,857365,501781,1359146,2017
2052,876353,510263,1386616,2017
2053,893470,517829,1411299,2017
2054,911589,524170,1435759,2017
2055,928450,530098,1458548,2017
2056,943225,536707,1479932,2017
2057,960126,541707,1501833,2017
2058,977335,548325,1525660,2017
2059,994142,554139,1548281,2017
2060,1011390,558945,1570335,2017
2010,928,1352,2280,2018
2011,2964,2630,5594,2018
2012,4227,3770,7997,2018
2013,6056,4543,10599,2018
2014,7740,4310,12050,2018
2015,9743,4909,14652,2018
2016,12654,6330,18984,2018
2017,15869,8093,23962,2018
2018,25189,16298,41487,2018
2019,39704,27621,67325,2018
2020,56653,42641,99294,2018
2021,77625,58745,136370,2018
2022,101514,76950,178464,2018
2023,127865,96608,224473,2018
2024,155864,116277,272141,2018
2025,185603,135677,321280,2018
2026,214633,155370,370003,2018
2027,242708,175126,417834,2018
2028,270861,193210,464071,2018
2029,299277,210996,510273,2018
2030,327642,227961,555603,2018
2031,358089,245881,603970,2018
2032,389508,262078,651586,2018
2033,419062,277484,696546,2018
2034,449418,292571,741989,2018
2035,476969,309229,786198,2018
2036,501357,323917,825274,2018
2037,529795,339918,869713,2018
2038,558452,353772,912224,2018
2039,585553,367896,953449,2018
2040,613296,380545,993841,2018
2041,641429,393241,1034670,2018
2042,667725,407098,1074823,2018
2043,692656,421735,1114391,2018
2044,718226,434110,1152336,2018
2045,741782,448380,1190162,2018
2046,766483,460839,1227322,2018
2047,792380,472811,1265191,2018
2048,817091,483429,1300520,2018
2049,838891,493822,1332713,2018
2050,861605,503901,1365506,2018
2051,883198,513096,1396294,2018
2052,905048,522601,1427649,2018
2053,924411,530171,1454582,2018
2054,944787,536635,1481422,2018
2055,963573,542832,1506405,2018
2056,981582,549403,1530985,2018
2057,1001640,554998,1556638,2018
2058,1019814,562188,1582002,2018
2059,1038053,568216,1606269,2018
2060,1055368,574273,1629641,2018
2010,381,1611,1992,2019
2011,1874,2884,4758,2019
2012,3304,4311,7615,2019
2013,4682,5289,9971,2019
2014,6429,5341,11770,2019
2015,9013,5339,14352,2019
2016,11252,5597,16849,2019
2017,14357,5487,19844,2019
2018,15535,6728,22263,2019
2019,25489,13379,38868,2019
2020,37937,24649,62586,2019
2021,55013,38515,93528,2019
2022,74148,54696,128844,2019
2023,95769,72889,168658,2019
2024,119652,91275,210927,2019
2025,145448,110504,255952,2019
2026,171354,130592,301946,2019
2027,196910,149952,346862,2019
2028,222345,168005,390350,2019
2029,248586,185290,433876,2019
2030,274860,202608,477468,2019
2031,302273,220079,522352,2019
2032,331211,236234,567445,2019
2033,361703,250014,611717,2019
2034,394057,263332,657389,2019
2035,423009,275561,698570,2019
2036,449735,287668,737403,2019
2037,479083,300357,779440,2019
2038,509200,312858,822058,2019
2039,537348,326247,863595,2019
2040,566593,338315,904908,2019
2041,595045,351343,946388,2019
2042,619550,363969,983519,2019
2043,643436,376215,1019651,2019
2044,668640,388679,1057319,2019
2045,691433,401665,1093098,2019
2046,712475,412696,1125171,2019
2047,733952,424084,1158036,2019
2048,754723,433963,1188686,2019
2049,774469,443548,1218017,2019
2050,795652,452828,1248480,2019
2051,816287,461302,1277589,2019
2052,835325,470138,1305463,2019
2053,851942,476795,1328737,2019
2054,869036,482291,1351327,2019
2055,884891,487784,1372675,2019
2056,900680,493667,1394347,2019
2057,917449,498303,1415752,2019
2058,933122,504077,1437199,2019
2059,947628,508661,1456289,2019
2060,961607,512923,1474530,2019
2010,-1533,2215,682,2020
2011,-2076,4346,2270,2020
2012,-2561,6880,4319,2020
2013,-2603,9402,6799,2020
2014,-2649,11215,8566,2020
2015,-2236,12187,9951,2020
2016,-1747,14089,12342,2020
2017,-293,15539,15246,2020
2018,-1119,17684,16565,2020
2019,-1400,19863,18463,2020
2020,3227,28883,32110,2020
2021,13877,40477,54354,2020
2022,28020,54915,82935,2020
2023,46519,72171,118690,2020
2024,69412,90210,159622,2020
2025,94483,108884,203367,2020
2026,119621,129274,248895,2020
2027,144416,149123,293539,2020
2028,170120,168560,338680,2020
2029,197637,186592,384229,2020
2030,225316,204204,429520,2020
2031,253533,222537,476070,2020
2032,283500,239717,523217,2020
2033,314261,255584,569845,2020
2034,345054,270788,615842,2020
2035,372767,285598,658365,2020
2036,399605,299411,699016,2020
2037,428266,314189,742455,2020
2038,456348,328271,784619,2020
2039,482459,343278,825737,2020
2040,510058,357123,867181,2020
2041,537286,371388,908674,2020
2042,561430,385496,946926,2020
2043,585624,398688,984312,2020
2044,612065,411945,1024010,2020
2045,637873,424813,1062686,2020
2046,661692,437103,1098795,2020
2047,684882,448518,1133400,2020
2048,706761,458610,1165371,2020
2049,728677,467858,1196535,2020
2050,752755,475990,1228745,2020
2051,774686,485092,1259778,2020
2052,794704,494432,1289136,2020
2053,813883,501369,1315252,2020
2054,833318,508078,1341396,2020
2055,852850,514735,1367585,2020
2056,869709,520011,1389720,2020
2057,888212,524295,1412507,2020
2058,905382,528848,1434230,2020
2059,921565,532262,1453827,2020
2060,938071,536840,1474911,2020
