"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-542,489,-53,2016
2011,142,1208,1350,2016
2012,487,1691,2178,2016
2013,1347,2563,3910,2016
2014,2957,2859,5816,2016
2015,5109,3228,8337,2016
2016,13409,9130,22539,2016
2017,26970,18477,45447,2016
2018,42194,31191,73385,2016
2019,61154,45358,106512,2016
2020,79606,61201,140807,2016
2021,99872,76834,176706,2016
2022,121463,93995,215458,2016
2023,145153,112105,257258,2016
2024,170437,129775,300212,2016
2025,194750,145893,340643,2016
2026,219026,162960,381986,2016
2027,241771,179229,421000,2016
2028,263746,193876,457622,2016
2029,286988,207678,494666,2016
2030,309958,221299,531257,2016
2031,334301,234880,569181,2016
2032,359926,247375,607301,2016
2033,385400,259504,644904,2016
2034,410985,271291,682276,2016
2035,435339,283338,718677,2016
2036,458022,294046,752068,2016
2037,482705,305166,787871,2016
2038,506534,315516,822050,2016
2039,527460,326279,853739,2016
2040,549508,336457,885965,2016
2041,572350,347326,919676,2016
2042,593648,358365,952013,2016
2043,613963,369020,982983,2016
2044,634930,379045,1013975,2016
2045,655168,390536,1045704,2016
2046,674489,400965,1075454,2016
2047,693568,409729,1103297,2016
2048,711865,417092,1128957,2016
2049,729586,423518,1153104,2016
2050,747445,430419,1177864,2016
2051,764913,438321,1203234,2016
2052,779188,446410,1225598,2016
2053,790505,452203,1242708,2016
2054,803559,457992,1261551,2016
2055,817484,464783,1282267,2016
2056,830831,469875,1300706,2016
2057,845785,473471,1319256,2016
2058,860764,476718,1337482,2016
2059,874024,479131,1353155,2016
2060,888306,483003,1371309,2016
2010,-1049,1380,331,2017
2011,-846,2735,1889,2017
2012,-1057,4341,3284,2017
2013,-232,6148,5916,2017
2014,-9,7100,7091,2017
2015,-136,7837,7701,2017
2016,257,9414,9671,2017
2017,7500,15731,23231,2017
2018,17816,26431,44247,2017
2019,31884,38888,70772,2017
2020,46636,54106,100742,2017
2021,64206,69670,133876,2017
2022,82978,86409,169387,2017
2023,103939,104120,208059,2017
2024,126584,120986,247570,2017
2025,149838,137459,287297,2017
2026,172865,154687,327552,2017
2027,194244,171896,366140,2017
2028,215810,187200,403010,2017
2029,238595,201247,439842,2017
2030,260190,215530,475720,2017
2031,282968,230757,513725,2017
2032,306779,243770,550549,2017
2033,329028,256849,585877,2017
2034,352180,268066,620246,2017
2035,372069,279052,651121,2017
2036,391450,289706,681156,2017
2037,411387,300857,712244,2017
2038,431790,310419,742209,2017
2039,450439,320844,771283,2017
2040,471003,330495,801498,2017
2041,490982,340955,831937,2017
2042,508214,351606,859820,2017
2043,524736,361115,885851,2017
2044,541308,369813,911121,2017
2045,558240,378337,936577,2017
2046,574193,384809,959002,2017
2047,592216,391447,983663,2017
2048,607232,397421,1004653,2017
2049,621268,402844,1024112,2017
2050,635716,407494,1043210,2017
2051,649812,413613,1063425,2017
2052,664247,420144,1084391,2017
2053,675924,424627,1100551,2017
2054,690145,428700,1118845,2017
2055,702629,433490,1136119,2017
2056,715610,437909,1153519,2017
2057,730741,441660,1172401,2017
2058,745627,446412,1192039,2017
2059,760735,448575,1209310,2017
2060,776470,450923,1227393,2017
2010,477,726,1203,2018
2011,1129,1026,2155,2018
2012,1051,1307,2358,2018
2013,2057,1656,3713,2018
2014,2439,1285,3724,2018
2015,2348,1075,3423,2018
2016,2216,1784,4000,2018
2017,2990,3013,6003,2018
2018,8606,9579,18185,2018
2019,19098,18834,37932,2018
2020,31414,31576,62990,2018
2021,47441,45344,92785,2018
2022,65400,60863,126263,2018
2023,85508,77081,162589,2018
2024,107511,92706,200217,2018
2025,129330,107377,236707,2018
2026,151204,122927,274131,2018
2027,171669,138135,309804,2018
2028,191396,151626,343022,2018
2029,212842,163747,376589,2018
2030,233131,175019,408150,2018
2031,256462,187289,443751,2018
2032,280171,199496,479667,2018
2033,304484,211136,515620,2018
2034,329604,222649,552253,2018
2035,353229,234655,587884,2018
2036,375414,245556,620970,2018
2037,399275,258007,657282,2018
2038,421076,268812,689888,2018
2039,439479,280588,720067,2018
2040,460340,290906,751246,2018
2041,481796,301859,783655,2018
2042,500567,312273,812840,2018
2043,518153,321870,840023,2018
2044,536648,330235,866883,2018
2045,554604,339813,894417,2018
2046,572776,347619,920395,2018
2047,591041,355181,946222,2018
2048,608642,362197,970839,2018
2049,625394,367983,993377,2018
2050,644201,374995,1019196,2018
2051,661745,382511,1044256,2018
2052,675614,390211,1065825,2018
2053,687941,396305,1084246,2018
2054,701917,402109,1104026,2018
2055,715757,407573,1123330,2018
2056,728181,413437,1141618,2018
2057,742653,418175,1160828,2018
2058,756279,424188,1180467,2018
2059,768822,429916,1198738,2018
2060,781411,435835,1217246,2018
2010,-1564,1228,-336,2019
2011,-2447,2312,-135,2019
2012,-4065,3529,-536,2019
2013,-5147,3907,-1240,2019
2014,-6951,3801,-3150,2019
2015,-7382,3515,-3867,2019
2016,-8518,3498,-5020,2019
2017,-9306,3639,-5667,2019
2018,-11511,5456,-6055,2019
2019,-6797,11483,4686,2019
2020,769,21699,22468,2019
2021,13218,33410,46628,2019
2022,28396,46902,75298,2019
2023,45118,62218,107336,2019
2024,64976,77833,142809,2019
2025,85418,93985,179403,2019
2026,106054,110850,216904,2019
2027,125777,127418,253195,2019
2028,146981,142848,289829,2019
2029,168789,157705,326494,2019
2030,189873,172091,361964,2019
2031,212679,186518,399197,2019
2032,235557,199529,435086,2019
2033,258282,211310,469592,2019
2034,281895,222449,504344,2019
2035,303508,233947,537455,2019
2036,325208,243707,568915,2019
2037,349819,254134,603953,2019
2038,373461,263054,636515,2019
2039,395325,273631,668956,2019
2040,418826,283567,702393,2019
2041,442951,294682,737633,2019
2042,464271,307695,771966,2019
2043,485579,320226,805805,2019
2044,508502,330540,839042,2019
2045,527367,342199,869566,2019
2046,545957,350902,896859,2019
2047,565162,358978,924140,2019
2048,584424,366190,950614,2019
2049,601934,374177,976111,2019
2050,620276,382795,1003071,2019
2051,636105,391177,1027282,2019
2052,650767,399634,1050401,2019
2053,663756,406503,1070259,2019
2054,679726,412428,1092154,2019
2055,694888,417605,1112493,2019
2056,708072,422584,1130656,2019
2057,719770,425787,1145557,2019
2058,730824,430425,1161249,2019
2059,739637,434777,1174414,2019
2060,749976,439122,1189098,2019
2010,-772,1584,812,2020
2011,-1307,3081,1774,2020
2012,-1831,5350,3519,2020
2013,-1121,7410,6289,2020
2014,-1460,8950,7490,2020
2015,-1610,10694,9084,2020
2016,-1806,12436,10630,2020
2017,-1949,13988,12039,2020
2018,-3430,16401,12971,2020
2019,-3807,18290,14483,2020
2020,-1361,25820,24459,2020
2021,6602,35715,42317,2020
2022,17998,47627,65625,2020
2023,31428,62288,93716,2020
2024,49373,77623,126996,2020
2025,69208,93252,162460,2020
2026,88090,109602,197692,2020
2027,106825,125227,232052,2020
2028,127145,141063,268208,2020
2029,149787,155831,305618,2020
2030,172572,169668,342240,2020
2031,195769,184188,379957,2020
2032,220171,197173,417344,2020
2033,245408,209472,454880,2020
2034,269910,221531,491441,2020
2035,292245,233753,525998,2020
2036,313952,244198,558150,2020
2037,338216,255941,594157,2020
2038,361225,266173,627398,2020
2039,383623,277224,660847,2020
2040,407229,286251,693480,2020
2041,432438,296718,729156,2020
2042,456201,306876,763077,2020
2043,479429,316906,796335,2020
2044,503299,325627,828926,2020
2045,526404,335143,861547,2020
2046,548009,343907,891916,2020
2047,569246,351161,920407,2020
2048,588522,356565,945087,2020
2049,606561,361427,967988,2020
2050,625568,367159,992727,2020
2051,642403,373513,1015916,2020
2052,656603,378963,1035566,2020
2053,669902,384141,1054043,2020
2054,683713,388394,1072107,2020
2055,697862,393828,1091690,2020
2056,710552,397707,1108259,2020
2057,725875,401112,1126987,2020
2058,740667,404192,1144859,2020
2059,754821,407658,1162479,2020
2060,769223,411589,1180812,2020
