"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-1123,268,-855,2016
2011,-1671,535,-1136,2016
2012,-2577,1107,-1470,2016
2013,-3620,1709,-1911,2016
2014,-4208,1467,-2741,2016
2015,-3763,683,-3080,2016
2016,997,3953,4950,2016
2017,9660,9665,19325,2016
2018,18150,18380,36530,2016
2019,28856,27506,56362,2016
2020,39034,37848,76882,2016
2021,49925,47616,97541,2016
2022,62737,59062,121799,2016
2023,76907,71116,148023,2016
2024,91514,82168,173682,2016
2025,105683,93208,198891,2016
2026,120591,104738,225329,2016
2027,135106,115591,250697,2016
2028,149103,124590,273693,2016
2029,165995,132335,298330,2016
2030,179437,139967,319404,2016
2031,194517,147528,342045,2016
2032,211228,154696,365924,2016
2033,227791,160945,388736,2016
2034,244510,167017,411527,2016
2035,259855,173725,433580,2016
2036,274690,179912,454602,2016
2037,291139,187068,478207,2016
2038,308775,193597,502372,2016
2039,323445,201732,525177,2016
2040,340033,207409,547442,2016
2041,356875,213889,570764,2016
2042,370859,220901,591760,2016
2043,383915,227497,611412,2016
2044,396889,233980,630869,2016
2045,409562,240831,650393,2016
2046,420101,246135,666236,2016
2047,431240,250367,681607,2016
2048,441600,254271,695871,2016
2049,451585,257015,708600,2016
2050,463500,260705,724205,2016
2051,475290,265124,740414,2016
2052,486827,269428,756255,2016
2053,496686,272460,769146,2016
2054,507816,274784,782600,2016
2055,518702,278011,796713,2016
2056,528717,280924,809641,2016
2057,539676,281846,821522,2016
2058,550318,283179,833497,2016
2059,561383,282784,844167,2016
2060,571147,283109,854256,2016
2010,-1796,809,-987,2017
2011,-2860,1503,-1357,2017
2012,-3805,2385,-1420,2017
2013,-4311,2856,-1455,2017
2014,-5295,2613,-2682,2017
2015,-5837,1889,-3948,2017
2016,-6271,2545,-3726,2017
2017,-1678,6291,4613,2017
2018,4947,13548,18495,2017
2019,13770,21961,35731,2017
2020,22598,31956,54554,2017
2021,32157,41796,73953,2017
2022,44063,53076,97139,2017
2023,56318,65349,121667,2017
2024,68836,76878,145714,2017
2025,82577,88048,170625,2017
2026,95824,100002,195826,2017
2027,110233,111074,221307,2017
2028,124401,120220,244621,2017
2029,141230,128422,269652,2017
2030,155527,136561,292088,2017
2031,172908,145829,318737,2017
2032,190878,154172,345050,2017
2033,209427,161818,371245,2017
2034,226838,169176,396014,2017
2035,241064,176048,417112,2017
2036,256581,182200,438781,2017
2037,272666,189748,462414,2017
2038,289338,196152,485490,2017
2039,302853,203737,506590,2017
2040,318533,209228,527761,2017
2041,335957,217434,553391,2017
2042,350700,226118,576818,2017
2043,363778,234263,598041,2017
2044,379368,241085,620453,2017
2045,392843,247593,640436,2017
2046,407047,253195,660242,2017
2047,420825,258772,679597,2017
2048,432643,263916,696559,2017
2049,443249,268530,711779,2017
2050,456470,273882,730352,2017
2051,469203,279523,748726,2017
2052,481271,284996,766267,2017
2053,492151,289418,781569,2017
2054,505109,292177,797286,2017
2055,519375,296492,815867,2017
2056,534111,299174,833285,2017
2057,548283,300720,849003,2017
2058,562457,303044,865501,2017
2059,574601,303972,878573,2017
2060,584736,306790,891526,2017
2010,1661,676,2337,2018
2011,2991,1241,4232,2018
2012,3843,1955,5798,2018
2013,5161,1899,7060,2018
2014,5537,1266,6803,2018
2015,6468,964,7432,2018
2016,6770,1285,8055,2018
2017,7949,1667,9616,2018
2018,12010,5684,17694,2018
2019,19268,11324,30592,2018
2020,26290,19708,45998,2018
2021,34867,28034,62901,2018
2022,45746,38649,84395,2018
2023,57888,49248,107136,2018
2024,72210,58948,131158,2018
2025,86945,68631,155576,2018
2026,100685,79281,179966,2018
2027,114541,90148,204689,2018
2028,128947,99559,228506,2018
2029,144728,108342,253070,2018
2030,159304,116644,275948,2018
2031,176653,125652,302305,2018
2032,193776,134587,328363,2018
2033,211504,143868,355372,2018
2034,229496,151239,380735,2018
2035,244598,158543,403141,2018
2036,260976,165342,426318,2018
2037,278434,171862,450296,2018
2038,296197,178213,474410,2018
2039,314094,185616,499710,2018
2040,330988,192013,523001,2018
2041,350035,199300,549335,2018
2042,366060,208181,574241,2018
2043,381935,215637,597572,2018
2044,398613,221169,619782,2018
2045,411752,227010,638762,2018
2046,423475,231589,655064,2018
2047,436121,235199,671320,2018
2048,447082,238293,685375,2018
2049,457976,242385,700361,2018
2050,471941,245884,717825,2018
2051,484009,250470,734479,2018
2052,493352,254319,747671,2018
2053,500270,256695,756965,2018
2054,508605,259431,768036,2018
2055,516494,263569,780063,2018
2056,524655,265995,790650,2018
2057,532480,268278,800758,2018
2058,538829,271836,810665,2018
2059,544754,274045,818799,2018
2060,553173,276492,829665,2018
2010,748,1037,1785,2019
2011,1159,1973,3132,2019
2012,1420,3265,4685,2019
2013,2395,4330,6725,2019
2014,2195,4882,7077,2019
2015,2363,4968,7331,2019
2016,2677,5631,8308,2019
2017,3678,5927,9605,2019
2018,3723,6841,10564,2019
2019,9298,10126,19424,2019
2020,14664,16003,30667,2019
2021,21765,22784,44549,2019
2022,30858,31897,62755,2019
2023,41853,42069,83922,2019
2024,54754,52109,106863,2019
2025,68611,62559,131170,2019
2026,82720,73700,156420,2019
2027,97833,85584,183417,2019
2028,113072,96263,209335,2019
2029,128391,105818,234209,2019
2030,141762,114942,256704,2019
2031,158031,124455,282486,2019
2032,175033,132414,307447,2019
2033,192894,139060,331954,2019
2034,211284,144772,356056,2019
2035,227793,151693,379486,2019
2036,245045,157919,402964,2019
2037,262229,165805,428034,2019
2038,277496,173145,450641,2019
2039,291474,181873,473347,2019
2040,306463,189742,496205,2019
2041,324279,198164,522443,2019
2042,337518,207616,545134,2019
2043,352507,216048,568555,2019
2044,367065,223400,590465,2019
2045,378642,230717,609359,2019
2046,389747,236430,626177,2019
2047,400541,241108,641649,2019
2048,409634,244735,654369,2019
2049,419001,248267,667268,2019
2050,431302,251270,682572,2019
2051,443268,256302,699570,2019
2052,453285,261015,714300,2019
2053,461010,265512,726522,2019
2054,470000,269972,739972,2019
2055,479383,275666,755049,2019
2056,489367,280286,769653,2019
2057,501597,283209,784806,2019
2058,511484,287548,799032,2019
2059,520574,290516,811090,2019
2060,528669,294185,822854,2019
2010,589,161,750,2020
2011,922,484,1406,2020
2012,1001,783,1784,2020
2013,1724,966,2690,2020
2014,1338,518,1856,2020
2015,1430,-522,908,2020
2016,1585,-877,708,2020
2017,2480,-1541,939,2020
2018,2657,-1278,1379,2020
2019,3269,-1523,1746,2020
2020,5628,1778,7406,2020
2021,11793,6624,18417,2020
2022,19945,13787,33732,2020
2023,29904,22136,52040,2020
2024,41864,30775,72639,2020
2025,55177,39631,94808,2020
2026,68991,49408,118399,2020
2027,82946,59153,142099,2020
2028,96778,68546,165324,2020
2029,112643,76864,189507,2020
2030,127398,84527,211925,2020
2031,143340,93481,236821,2020
2032,160620,101717,262337,2020
2033,178073,109174,287247,2020
2034,195962,116321,312283,2020
2035,212909,124596,337505,2020
2036,230085,132924,363009,2020
2037,248655,141666,390321,2020
2038,268194,149206,417400,2020
2039,287163,157722,444885,2020
2040,307083,163859,470942,2020
2041,328415,170426,498841,2020
2042,345200,176904,522104,2020
2043,362042,183919,545961,2020
2044,379894,189532,569426,2020
2045,394665,195530,590195,2020
2046,407815,200002,607817,2020
2047,422590,203739,626329,2020
2048,434772,206566,641338,2020
2049,446791,209821,656612,2020
2050,460739,213138,673877,2020
2051,474250,216499,690749,2020
2052,485306,219681,704987,2020
2053,496470,221075,717545,2020
2054,510656,222569,733225,2020
2055,522608,225618,748226,2020
2056,534795,228510,763305,2020
2057,547246,230875,778121,2020
2058,557749,234382,792131,2020
2059,566606,236548,803154,2020
2060,576152,239923,816075,2020
