"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-49,1264,1215,2016
2011,149,2464,2613,2016
2012,86,3859,3945,2016
2013,-374,5233,4859,2016
2014,-1040,5451,4411,2016
2015,-604,5265,4661,2016
2016,4277,8976,13253,2016
2017,11835,14385,26220,2016
2018,19953,22556,42509,2016
2019,29845,31311,61156,2016
2020,39265,41237,80502,2016
2021,50151,51018,101169,2016
2022,62483,62281,124764,2016
2023,75625,73184,148809,2016
2024,88730,83600,172330,2016
2025,101889,93586,195475,2016
2026,115350,104300,219650,2016
2027,128742,114438,243180,2016
2028,141261,123288,264549,2016
2029,156417,130426,286843,2016
2030,169257,137969,307226,2016
2031,182883,145126,328009,2016
2032,197306,151816,349122,2016
2033,211860,157618,369478,2016
2034,227144,162653,389797,2016
2035,241779,168828,410607,2016
2036,255671,173197,428868,2016
2037,271423,178852,450275,2016
2038,287293,185427,472720,2016
2039,300770,192931,493701,2016
2040,316524,198764,515288,2016
2041,332304,205001,537305,2016
2042,345297,210878,556175,2016
2043,357962,216730,574692,2016
2044,370929,222199,593128,2016
2045,383379,227584,610963,2016
2046,395082,232067,627149,2016
2047,406758,234982,641740,2016
2048,417285,237132,654417,2016
2049,429300,239485,668785,2016
2050,442660,241414,684074,2016
2051,455628,245022,700650,2016
2052,467403,248309,715712,2016
2053,477360,249806,727166,2016
2054,488044,251796,739840,2016
2055,499521,254766,754287,2016
2056,511971,256561,768532,2016
2057,523365,257058,780423,2016
2058,534157,258225,792382,2016
2059,544660,257958,802618,2016
2060,555587,259042,814629,2016
2010,-1303,389,-914,2017
2011,-2053,783,-1270,2017
2012,-3186,1371,-1815,2017
2013,-4346,1516,-2830,2017
2014,-5941,922,-5019,2017
2015,-6949,6,-6943,2017
2016,-7827,588,-7239,2017
2017,-4974,3792,-1182,2017
2018,-647,10521,9874,2017
2019,5862,17799,23661,2017
2020,11538,26621,38159,2017
2021,18618,35096,53714,2017
2022,28216,44889,73105,2017
2023,37658,55066,92724,2017
2024,47472,64018,111490,2017
2025,58379,72501,130880,2017
2026,69568,81235,150803,2017
2027,81101,89542,170643,2017
2028,92886,96041,188927,2017
2029,106948,101276,208224,2017
2030,118916,106260,225176,2017
2031,131803,111418,243221,2017
2032,146418,116432,262850,2017
2033,161662,121301,282963,2017
2034,175931,125629,301560,2017
2035,189150,130518,319668,2017
2036,201978,135145,337123,2017
2037,213999,140448,354447,2017
2038,228478,144412,372890,2017
2039,240265,150093,390358,2017
2040,252453,153513,405966,2017
2041,267662,158668,426330,2017
2042,280553,165547,446100,2017
2043,290869,172094,462963,2017
2044,303354,178022,481376,2017
2045,314300,183584,497884,2017
2046,326275,187923,514198,2017
2047,336456,191170,527626,2017
2048,347379,192347,539726,2017
2049,357464,195017,552481,2017
2050,368232,197674,565906,2017
2051,379274,201426,580700,2017
2052,388952,204071,593023,2017
2053,396501,206066,602567,2017
2054,405511,207658,613169,2017
2055,414688,211482,626170,2017
2056,426157,213815,639972,2017
2057,436821,215560,652381,2017
2058,446186,218534,664720,2017
2059,455383,220641,676024,2017
2060,463593,223717,687310,2017
2010,151,1130,1281,2018
2011,573,2125,2698,2018
2012,701,3382,4083,2018
2013,777,3668,4445,2018
2014,719,3351,4070,2018
2015,1473,3264,4737,2018
2016,1603,4205,5808,2018
2017,2786,4906,7692,2018
2018,6070,9250,15320,2018
2019,12306,14998,27304,2018
2020,18607,22857,41464,2018
2021,27109,30331,57440,2018
2022,37300,39464,76764,2018
2023,48379,48572,96951,2018
2024,60507,56842,117349,2018
2025,73744,65453,139197,2018
2026,86186,74459,160645,2018
2027,97587,83633,181220,2018
2028,108905,91822,200727,2018
2029,121934,98528,220462,2018
2030,134362,105211,239573,2018
2031,148349,112897,261246,2018
2032,163163,119909,283072,2018
2033,178232,126480,304712,2018
2034,194203,132953,327156,2018
2035,207840,139840,347680,2018
2036,222061,146671,368732,2018
2037,236305,153931,390236,2018
2038,251409,160360,411769,2018
2039,263406,168443,431849,2018
2040,275671,174040,449711,2018
2041,288587,181152,469739,2018
2042,299447,188980,488427,2018
2043,308182,196090,504272,2018
2044,318806,201393,520199,2018
2045,329331,207549,536880,2018
2046,339589,212818,552407,2018
2047,350361,216384,566745,2018
2048,361023,218495,579518,2018
2049,370976,220592,591568,2018
2050,382595,223363,605958,2018
2051,394993,227072,622065,2018
2052,404262,229934,634196,2018
2053,413472,231882,645354,2018
2054,421765,233201,654966,2018
2055,432192,235686,667878,2018
2056,441667,237478,679145,2018
2057,451059,237584,688643,2018
2058,458099,238804,696903,2018
2059,464433,239596,704029,2018
2060,472342,241110,713452,2018
2010,273,775,1048,2019
2011,132,1583,1715,2019
2012,-184,2962,2778,2019
2013,361,3987,4348,2019
2014,111,4431,4542,2019
2015,831,4771,5602,2019
2016,1197,5312,6509,2019
2017,2063,5688,7751,2019
2018,1837,6656,8493,2019
2019,6191,9608,15799,2019
2020,9501,14583,24084,2019
2021,14744,20627,35371,2019
2022,21589,28550,50139,2019
2023,29986,36900,66886,2019
2024,39747,44627,84374,2019
2025,50232,53025,103257,2019
2026,61310,61708,123018,2019
2027,72428,70524,142952,2019
2028,83903,79131,163034,2019
2029,96454,86227,182681,2019
2030,108626,93244,201870,2019
2031,122668,100842,223510,2019
2032,137634,107874,245508,2019
2033,153001,113522,266523,2019
2034,169041,118503,287544,2019
2035,183219,124174,307393,2019
2036,197128,128741,325869,2019
2037,211586,134038,345624,2019
2038,226208,139559,365767,2019
2039,239634,145990,385624,2019
2040,253216,151182,404398,2019
2041,269036,157459,426495,2019
2042,281731,164609,446340,2019
2043,295548,170896,466444,2019
2044,310212,176665,486877,2019
2045,323647,182325,505972,2019
2046,334866,187578,522444,2019
2047,346815,191979,538794,2019
2048,355744,195883,551627,2019
2049,363114,199897,563011,2019
2050,372612,204050,576662,2019
2051,381921,209829,591750,2019
2052,388807,215140,603947,2019
2053,393759,219346,613105,2019
2054,400115,222647,622762,2019
2055,407096,226179,633275,2019
2056,413807,229139,642946,2019
2057,421893,230647,652540,2019
2058,428156,232361,660517,2019
2059,434239,232598,666837,2019
2060,441024,233084,674108,2019
2010,288,712,1000,2020
2011,123,1366,1489,2020
2012,186,2216,2402,2020
2013,874,2924,3798,2020
2014,422,2887,3309,2020
2015,738,2377,3115,2020
2016,1120,2645,3765,2020
2017,2056,2305,4361,2020
2018,2234,2684,4918,2020
2019,3700,3100,6800,2020
2020,5555,6154,11709,2020
2021,10385,10468,20853,2020
2022,17470,17285,34755,2020
2023,26653,24859,51512,2020
2024,37198,32711,69909,2020
2025,49110,41436,90546,2020
2026,61474,51017,112491,2020
2027,73936,60594,134530,2020
2028,85707,69566,155273,2020
2029,98724,77148,175872,2020
2030,110633,83857,194490,2020
2031,122662,91705,214367,2020
2032,136625,99460,236085,2020
2033,149657,106745,256402,2020
2034,163381,113474,276855,2020
2035,178354,121105,299459,2020
2036,192671,128147,320818,2020
2037,208318,135082,343400,2020
2038,223557,140702,364259,2020
2039,238940,147415,386355,2020
2040,254523,153241,407764,2020
2041,270934,157897,428831,2020
2042,284660,162799,447459,2020
2043,297464,168092,465556,2020
2044,309887,173971,483858,2020
2045,320799,180413,501212,2020
2046,328884,185697,514581,2020
2047,338786,189898,528684,2020
2048,346273,194305,540578,2020
2049,352693,197947,550640,2020
2050,360577,202252,562829,2020
2051,368138,207101,575239,2020
2052,374324,210207,584531,2020
2053,380619,212112,592731,2020
2054,390046,213634,603680,2020
2055,398491,216052,614543,2020
2056,407114,218470,625584,2020
2057,416597,219131,635728,2020
2058,424201,220932,645133,2020
2059,431765,221944,653709,2020
2060,439638,224326,663964,2020
